title,category,id,sourceurl,publishdate,imageurl,content
Apple Cuts Revenue Forecast Because of Slow iPhone Sales in China,Business,51db824c-121f-472f-8881-a0bb0e2188da,https://www.nytimes.com/2019/01/02/technology/apple-revenue-decline-china.html,20190102,https://static01.nyt.com/images/2019/01/03/business/03APPLE-promo2/03APPLE-promo2-articleLarge-v2.jpg,"SAN FRANCISCO — Apple reduced its revenue expectations for the first time in 16 years on Wednesday because of poor iPhone sales in China, an unexpected development that underscored the slowing of China’s economy and raised fears of further turmoil in global markets."
DealBook Briefing: What Could Go Wrong in 2019? Plenty,Business,9316c82c-f0a7-4663-82dd-19100801f433,https://www.nytimes.com/2019/01/02/business/dealbook/wall-street-2019-predictions.html,20190102,https://static01.nyt.com/images/2019/01/02/business/2trumpdealbook/merlin_141745056_0d7f9a29-3f0e-4c66-b880-2513b4f3795c-articleLarge.jpg,Good Wednesday morning. Welcome to the first working day of the new year. Want this by email? Sign up here.
"Learning China’s Forbidden History, So They Can Censor It",Business,dc6b9e02-4bc2-4dbb-8ccb-3b7cbc2af16d,https://www.nytimes.com/2019/01/02/business/china-internet-censor.html,20190102,https://static01.nyt.com/images/2019/01/02/business/02Newworld-illo/merlin_148053369_c3fedf93-fff3-4eae-91aa-ea05beee19ec-articleLarge.jpg,Li Chengzhi had a lot to learn when he first got a job as a professional censor. 
Voting Issues and Gerrymanders Are Now Key Political Battlegrounds,Politics,be3d5ce3-2008-4985-86df-8a60c597fe19,https://www.nytimes.com/2019/01/02/us/politics/voting-gerrymander-elections.html,20190102,https://static01.nyt.com/images/2018/12/28/us/politics/00VOTING-promo/merlin_146440041_ea08fb1a-7265-455a-a46f-3a45c7d79607-articleLarge.jpg,"Voting rights and partisan gerrymandering, traditionally the preoccupation of wonky party strategists and good-government groups, have become major flash points in the debate about the integrity of American elections, signaling high stakes battles over voter suppression and politically engineered districts ahead of the 2020 presidential race."
Volatility Continues as Rising Oil Prices Help Wall St. Erase Early Losses,Business,500b9a9d-93bd-4d3d-b374-7a5b3e5ba123,https://www.nytimes.com/2019/01/02/business/global-stock-markets.html,20190102,https://static01.nyt.com/images/2019/01/03/business/03Markets-1/03Markets-1-articleLarge-v2.png,"The new year began with another round of choppy trading on Wall Street, as stocks opened sharply lower but recouped their losses after a rise in oil prices lifted shares of energy producers."
Car Tuneups That Require Audio Engineers,Business,ac0c9568-a0eb-42fe-b8e8-bd84ab46c062,https://www.nytimes.com/2019/01/03/business/car-audio-engineers.html,20190103,https://static01.nyt.com/images/2019/01/04/business/04wheels-1/merlin_148513560_02403018-28f2-4c3d-8f60-67ac09b4ff18-articleLarge.jpg,"On good days, it’s a concert hall, a news source or a way to entertain the kids. On bad ones, it’s a cranked-to-11 therapy session to the loudest tracks on your Spotify playlist."
Bristol-Myers to Acquire Celgene in Deal Worth $74 Billion,Business,8a417e10-12c2-4810-9ba3-68980b3c850c,https://www.nytimes.com/2019/01/03/business/dealbook/bristol-myers-squibb-celgene-merger.html,20190103,https://static01.nyt.com/images/2019/01/04/business/04DBBRISTOL/merlin_141706698_da26e1a3-679a-4868-a8dc-0a7bd474dc88-articleLarge.jpg,"Bristol-Myers Squibb said on Thursday that it would buy Celgene, a maker of cancer-fighting drugs, in a cash-and-stock deal valued at $74 billion, the first major pharmaceutical deal of 2019."
"Last Month, Investors Seemed Too Pessimistic. Now, They Seem Prescient.",Business,1ee573ff-733f-48e3-8cdc-55d71ce1caf7,https://www.nytimes.com/2019/01/03/business/world-stock-market.html,20190103,https://static01.nyt.com/images/2019/01/04/business/04Markets-2/04Markets-2-articleLarge-v2.jpg,Maybe the markets were not overreacting.
DealBook Briefing: Apple’s Struggles Add to Uncertainty in Markets,Business,20b7bc9b-865b-4c19-97d0-39624060f3cc,https://www.nytimes.com/2019/01/03/business/dealbook/apple-china-slowdown-markets.html,20190103,https://static01.nyt.com/images/2019/01/03/business/03dbapple/merlin_129549464_400b3113-00ac-4308-8c3c-ce140989fcc5-articleLarge.jpg,Good Thursday morning. Want this by email? Sign up here.
For-Profit Chain Cancels $494 Million in Student Debt to End State Investigations,Business,21d7350b-eaaf-4a6b-b317-b0e2bd49d100,https://www.nytimes.com/2019/01/03/business/student-debt-career-education-corporation.html,20190103,https://static01.nyt.com/images/2019/01/04/business/04STUDENTLOANS-print/merlin_148724667_16be313e-f495-4f77-aa68-c835d8e1acbe-articleLarge.jpg,"Nearly 180,000 former students at for-profit schools run by Career Education will not have to repay $494 million they owed to the company, a group of 49 state attorneys general announced Thursday."
"As House of Representatives Convenes, There’s One Empty Seat",Politics,0ebaa666-42ac-4494-946a-d21baed948b2,https://www.nytimes.com/2019/01/03/us/politics/mark-harris-nc-congress.html,20190103,https://static01.nyt.com/images/2019/01/04/us/politics/04carolina-print/merlin_146488227_c104ef6b-ccd4-4f67-91a3-e642f350076d-articleLarge.jpg,"If all had gone as he hoped, Mark Harris would have been sworn in to the House of Representatives Thursday as the new member from North Carolina’s Ninth Congressional District."
Is ‘Likability’ in Politics Sexist? Yes. It’s Also Outdated.,Politics,56da9805-3294-4c71-b10a-ba0020e6ed34,https://www.nytimes.com/2019/01/03/us/politics/on-politics-likable-elizabeth-warren.html,20190103,https://static01.nyt.com/images/2019/01/03/us/politics/03onpolitics-warren/03onpolitics-warren-articleLarge.jpg,"Happy New Year! We hope you’re rested and ready for all that 2019 will bring. This is On Politics, your guide to the day in national politics. I’m Lisa Lerer, your host. "
Was Apple’s Warning a Surprise? Not to Its Suppliers,Business,54003231-a447-40f5-835e-1fe5b5ac35e9,https://www.nytimes.com/2019/01/03/business/dealbook/apple-suppliers-stocks.html,20190103,https://static01.nyt.com/images/2019/01/04/business/dealbook/04db-applesuppliers2/04db-applesuppliers2-articleLarge.png,Get the DealBook newsletter to make sense of major business and policy headlines — and the power-brokers who shape them.__________
On Politics: Trump Rejects Shutdown Compromise,Politics,fffb39a7-b061-483d-84f9-34de6cf60f30,https://www.nytimes.com/2019/01/03/us/politics/trump-shutdown-compromise.html,20190103,,Good Thursday morning. Here are some of the stories making news in Washington and politics today.
"Chinese Consumers’ Confidence Sags, Casting a Pall Over the Global Economy",Business,bfe0b44e-1084-4527-8cc6-de5303cffbb8,https://www.nytimes.com/2019/01/03/business/china-consumer-economy-apple-iphone.html,20190103,https://static01.nyt.com/images/2019/01/04/business/04chinaconsumer-sub/merlin_116175086_47543241-6355-43b3-b293-5a63f115ad52-articleLarge.jpg,"HONG KONG — For years, no matter what was happening elsewhere, global companies bet billions upon billions of dollars that China’s consumers would keep spending money."
"Carlos Ghosn, Former Nissan Chairman, Will Appear in Court",Business,cd0170bc-3268-4521-b587-e3b117c9fba2,https://www.nytimes.com/2019/01/04/business/carlos-ghosn-nissan-court.html,20190104,https://static01.nyt.com/images/2019/01/05/world/05ghosn/merlin_148349460_e6ef91a8-80a4-4afe-8502-4890bc20a8cb-articleLarge.jpg,TOKYO — Carlos Ghosn will finally get a day in court.
"In Price and Value, Chinese Phone Makers Outpace Apple in Much of the World",Business,c9ee6118-9f27-4a99-93fa-e495b1941eac,https://www.nytimes.com/2019/01/04/technology/china-smartphones-iphone.html,20190104,https://static01.nyt.com/images/2019/01/05/business/05chinaphone-1/05chinaphone-1-articleLarge.jpg,"BEIJING — To most Americans, the names are unfamiliar, maybe a little hard to pronounce: Huawei, Xiaomi, Oppo, Vivo."
Los Angeles Accuses Weather Channel App of Covertly Mining User Data,Business,dfc850f2-63a6-41cd-b130-0063aac1ff8e,https://www.nytimes.com/2019/01/03/technology/weather-channel-app-lawsuit.html,20190104,https://static01.nyt.com/images/2019/01/04/business/04location3/04location3-articleLarge.jpg,"The Weather Channel app deceptively collected, shared and profited from the location information of millions of American consumers, the city attorney of Los Angeles said in a lawsuit filed on Thursday."
Powell Says a ‘Patient’ Fed Is Watching for Signs of Economic Weakness,Business,6ac4f40d-62ef-4cfa-a3c1-44d704ad7b51,https://www.nytimes.com/2019/01/04/business/economy/jerome-powell-fed-reserve.html,20190104,,"ATLANTA — Jerome H. Powell, the Federal Reserve chairman, said Friday that low inflation would allow the Fed to be “patient” in deciding whether to continue raising interest rates, a message welcomed by jittery investors."
"Republicans Seek to Boost Small Donations, but a Fragmented System Stymies Them",Politics,c5b066fa-00c9-488c-be42-9a053adcf638,https://www.nytimes.com/2019/01/04/us/politics/republican-campaign-donations.html,20190104,https://static01.nyt.com/images/2019/01/06/us/politics/06donate-print/merlin_146386863_f403afcb-a6c2-4501-9852-fdfe0c77ce28-articleLarge.jpg,"Last year at this time, Republicans feared the “blue wave,” a surge of voter enthusiasm for Democrats in the midterm elections."
Wells Fargo Should Be More Generous With Federal Workers. ,Business,d3c7275d-158c-44f3-9d48-0f59a99eabb2,https://www.nytimes.com/2019/01/04/your-money/wells-fargo-government-shutdown-loan.html,20190104,https://static01.nyt.com/images/2019/01/05/business/05money/merlin_127004219_301300dd-78af-4cd7-bd08-258ee98976dd-articleLarge.jpg,"Wells Fargo says it wants to make things right with the American public. After years of cheating its customers, the bank has a golden opportunity to make good on its promises. "
This Expert Called the Market Plunge. Here’s What He Sees in 2019.,Business,eee05a3d-8f85-4157-9304-5cdbefdeb7ce,https://www.nytimes.com/2019/01/04/business/market-forecast-2019.html,20190104,https://static01.nyt.com/images/2019/01/04/business/04STEWART-promo/merlin_148525593_065bf67e-3304-4bc4-b3de-5eb9376c0566-articleLarge.jpg,"A year ago, in the wake of President Trump’s tax cut, euphoric investors pushed the Dow Jones industrial average past 25,000, a record. The Dow had just gained 25 percent in 2017, and the Nasdaq had leapt 28 percent. Volatility was so low that there wasn’t a single day in 2017 when the S&P 500 fluctuated more than 2 percent."
Stocks Surge as Powell Signals Fed Flexibility and Jobs Data Eases Worries,Business,02f81e54-d29d-4722-b4ea-0331df868c39,https://www.nytimes.com/2019/01/04/business/global-stock-markets.html,20190104,https://static01.nyt.com/images/2019/01/05/business/05markets1/05markets1-articleLarge-v4.png,"Stocks surged on Friday after the Federal Reserve chairman, Jerome H. Powell, said the central bank’s approach to monetary policy would remain flexible in the face of market turbulence and signs that the global economy is slowing."
"U.S. Auto Sales Put Up a Big Number, but Show Signs of Strain",Business,d65cc2da-56bc-4dad-9e48-dc9dcc6546f8,https://www.nytimes.com/2019/01/03/business/auto-sales.html,20190104,https://static01.nyt.com/images/2019/01/04/business/04auto/merlin_141702831_fb781127-150f-460c-a701-1b7fe902efef-articleLarge.jpg,"As they recorded another year of strong United States sales, automakers said Thursday that they saw little cause for concern in the months ahead. But a closer look shows signs of strain emerging on several fronts."
5 Reasons You Wouldn’t Want to Be in Tim Cook’s Shoes Right Now,Business,d2eab16e-d6ad-46a2-8509-91d9dee63341,https://www.nytimes.com/2019/01/04/technology/apple-tim-cook-china.html,20190104,https://static01.nyt.com/images/2019/01/05/business/05cook-print/merlin_143648598_b8e0a4e9-87bb-4c9c-b483-8dd70bdbcd2f-articleLarge.jpg,"Do not pity Timothy D. Cook. He has made hundreds of millions of dollars as Apple’s chief executive. He is regarded as one of business’s best bosses, and runs a company with a beloved brand and $130 billion in cash. "
Does It Pay to Be a Writer?,Business,865a703d-6de8-43db-b2d9-815bd6d55046,https://www.nytimes.com/2019/01/05/books/authors-pay-writer.html,20190105,https://static01.nyt.com/images/2019/01/07/books/07item-writerspay-print/03item-writerspay-articleLarge.jpg,"Writing has never been a lucrative career choice, but a recent study by the Authors Guild, a professional organization for book writers, shows that it may not even be a livable one anymore."
"As Fires Ravaged California, Utilities Lobbied Lawmakers for Protection",Business,eddd0743-6c99-495c-bb17-54397d459f25,https://www.nytimes.com/2019/01/05/business/energy-environment/california-wildfire-electric.html,20190105,https://static01.nyt.com/images/2019/01/03/business/03utility01/merlin_146602416_06448eed-a695-4ce4-80fc-f9ed0ebb0e42-articleLarge.jpg,"LOS ANGELES — As California’s deadliest wildfire was consuming the town of Paradise in November, some of the state’s top power company officials and a dozen legislators were at an annual retreat at the Fairmont Kea Lani resort on Maui. In the course of four days, they discussed wildfires — and how much responsibility the utilities deserve for the devastation, if any."
On Politics: The Biggest Stories of the Week,Politics,7b8f4797-341d-430f-a591-05c5b388b859,https://www.nytimes.com/2019/01/05/us/politics/on-politics-the-biggest-stories-of-the-week.html,20190105,,"From the government shutdown to the start of a new Congress, it’s been a busy week in American politics. Here are some of the biggest stories you might have missed (and some links if you’d like to read further)."
‘There’s a Real Tension.’ Democrats Puzzle Over Whether a Woman Will Beat Trump,Politics,f12be3a4-cb3f-42b5-8912-11fe2a35f26a,https://www.nytimes.com/2019/01/05/us/politics/women-candidates-president-2020.html,20190105,https://static01.nyt.com/images/2019/01/06/us/06femalecandidates-4-promo/merlin_148759683_78b43265-739d-46d7-85de-f0045bcb5806-articleLarge.jpg,Joyce Cusack would love to see a woman as president in her lifetime. But she is not sure it should happen in 2020.
Elizabeth Warren Campaigns in Iowa: ‘This Is How It Starts’,Politics,c70f4e5c-6868-4c39-826a-5aa5a60c1d34,https://www.nytimes.com/2019/01/04/us/politics/elizabeth-warren-iowa.html,20190105,https://static01.nyt.com/images/2019/01/05/us/05WARREN-iowa-sub/05WARREN-iowa-sub-articleLarge.jpg,"COUNCIL BLUFFS, Iowa — Senator Elizabeth Warren hit the presidential campaign trail in southwestern Iowa on Friday evening, making her the first declared major candidate to host an event in the pivotal state and kicking off a Democratic primary season that promises to dominate the coming year."
Apple’s Biggest Problem? My Mom,Business,1db2709e-b528-4a39-b34b-36b11eecc70f,https://www.nytimes.com/2019/01/05/technology/apple-iphone-replacement-mom.html,20190105,https://static01.nyt.com/images/2019/01/07/business/07jproose1-print/merlin_148355052_6b940b42-fb52-4140-9f45-1b00fbeca604-articleLarge.jpg,"When Apple lost more than $75 billion in market value this past week after a surprise announcement that it is expecting lower iPhone sales than originally projected, the company put most of the blame for its troubles on China, where a slowing economy and the trade war with the United States have hurt sales."
Sony’s Chief Plans to Make Entertainment Assets a Priority,Business,cdf44876-04d5-4263-a7a3-41794fbf4097,https://www.nytimes.com/2019/01/06/business/media/sony-movies-television-ces-playstation.html,20190106,https://static01.nyt.com/images/2019/01/07/business/07sony/merlin_138504777_afe08fb5-b269-44db-bcd4-f4de78656ef0-articleLarge.jpg,LOS ANGELES — What will happen to Sony Pictures?
Who Wants a Market Downturn? These Investors Actually Do,Business,d1495fd9-a577-40a2-8f7c-1541a5ea4b89,https://www.nytimes.com/2019/01/06/technology/market-downturn-venture-capital-investors.html,20190106,https://static01.nyt.com/images/2019/01/07/business/07vcdownturn/merlin_148396257_bb38aa73-afaf-43df-b848-d612b61c9171-articleLarge.jpg,"SAN FRANCISCO — Vini Letteri, a managing director at KKR who invests in tech companies, had a slow 2018."
Netflix’s Bow to Saudi Censors Comes at a Cost to Free Speech,Business,6b120378-0ad0-4fc7-9680-8e19aff3cafd,https://www.nytimes.com/2019/01/06/business/media/netflix-saudi-arabia-censorship-hasan-minhaj.html,20190106,https://static01.nyt.com/images/2019/01/07/business/07JPRUTENBERG-PRINT/merlin_148757067_03f9a9a8-38b2-4cca-a043-155514b1fa60-articleLarge.jpg,"Under Article 6, Paragraph 1 of Saudi Arabia’s Anti-Cyber Crime Law, the following is punishable by up to five years in prison: “Production, preparation, transmission, or storage of material impinging on public order, religious values, public morals, and privacy, through the information network or computers.”"
"As Big Retailers Seek to Cut Their Tax Bills, Towns Bear the Brunt",Business,4877eb49-0dcf-44b5-b86f-79e300a67fac,https://www.nytimes.com/2019/01/06/business/economy/retailers-property-tax-dark-stores.html,20190106,https://static01.nyt.com/images/2019/01/06/business/06dark-1-print/merlin_148445169_1f1a2d2d-cba4-48df-b4e1-daa0da7fdaf1-articleLarge.jpg,"WAUWATOSA, Wis. — With astonishing range and rapidity, big-box retailers and corporate giants are using an aggressive legal tactic to shrink their property tax bills, a strategy that is costing local governments and school districts around the country hundreds of millions of dollars in lost revenue."
Trump Has Promised to Bring Jobs Back. His Tariffs Threaten to Send Them Away.,Business,8f5a3acb-753b-44b8-adf9-801faca3538c,https://www.nytimes.com/2019/01/06/business/trump-tariffs-trade-war.html,20190106,https://static01.nyt.com/images/2019/01/03/business/00trumptariffs-1/00trumptariffs-1-articleLarge.jpg,"HOLLAND, Mich. — Plants in every direction shut down and moved their operations to Mexico, succumbing to the relentless pressure to cut costs in an age of globalization. Not EBW Electronics. As the decades passed, the family-owned business stayed put on the eastern edge of Lake Michigan, churning out lights for the auto industry."
Biden in 2020? Allies Say He Sees Himself as Democrats’ Best Hope,Politics,04e0cd05-f518-4aaf-abcf-3a546423084c,https://www.nytimes.com/2019/01/06/us/politics/joe-biden-2020-president.html,20190106,https://static01.nyt.com/images/2019/04/27/us/07BIDEN/07BIDEN-articleLarge.jpg,"WASHINGTON — Former Vice President Joseph R. Biden Jr. is in the final stages of deciding whether to run for president and has told allies he is skeptical the other Democrats eyeing the White House can defeat President Trump, an assessment that foreshadows a clash between the veteran Washington insider and the more liberal and fresh-faced contenders for the party’s 2020 nomination."
"At Hotels, Space That’s Like the Office, ‘but Cooler’",Business,fdf0ac1c-fd1e-41a1-9e99-e5bca8f84d38,https://www.nytimes.com/2019/01/07/business/hotels-co-working-areas.html,20190107,https://static01.nyt.com/images/2019/01/08/business/08ITINERARIES-01/08ITINERARIES-01-articleLarge.jpg,"Hotels have already turned their lobbies into spaces where guests can socialize or work. Now, some properties are going one step further to cater to business travelers and professionals in general: They’ve set up WeWork-style co-working areas."
Review: ‘The Edge of Anarchy’ Offers Lessons From the Gilded Age,Business,e41fcabd-284d-475e-a954-052204dff149,https://www.nytimes.com/2019/01/07/business/dealbook/review-the-edge-of-anarchy.html,20190107,https://static01.nyt.com/images/2019/01/08/business/dealbook/08db-knee/08db-knee-articleLarge.jpg,Get the DealBook newsletter to make sense of major business and policy headlines — and the power-brokers who shape them.__________
"From Goldman’s 1MDB Scandal to Bitcoin, Here’s a Look Ahead at 2019",Business,0f98549b-9833-4f98-bdcd-fb983ad566c8,https://www.nytimes.com/2019/01/07/business/dealbook/goldman-1mdb-bitcoin.html,20190107,https://static01.nyt.com/images/2019/01/08/business/dealbook/08db-henning1/merlin_148256811_a370b959-9aef-4efa-97d0-cf06968aac5a-articleLarge.jpg,Get the DealBook newsletter to make sense of major business and policy headlines — and the power-brokers who shape them.__________
Stocks Climb as Investors Look to China-U.S. Trade Talks,Business,ede1e81e-af9a-43e5-afa9-c8705c92fda3,https://www.nytimes.com/2019/01/07/business/global-stock-markets.html,20190107,https://static01.nyt.com/images/2019/01/08/business/08markets-1/08markets-1-articleLarge-v2.png,"Stocks rose on Monday, buoyed by the efforts of central bankers to ease economic worries, as investors watched for developments in trade talks between the United States and China."
"With Elizabeth Warren Visit, Iowans Get the First Taste of 2020: ‘I’m Ready to Be Convinced’",Politics,bb349233-c8c6-41a3-b06d-b2f263dcb47c,https://www.nytimes.com/2019/01/07/us/politics/elizabeth-warren-iowa-2020.html,20190107,https://static01.nyt.com/images/2019/01/08/us/politics/08iowa-print/merlin_148798599_08c3c383-7778-446c-9448-71f25ed3de61-articleLarge.jpg,"DES MOINES — Allison Kipp is all in for Senator Elizabeth Warren’s presidential campaign, but she was the exception."
On Politics: Bolton Puts Conditions on a Syria Withdrawal,Politics,028fdeee-baf6-48b9-a291-5b05b6a9006a,https://www.nytimes.com/2019/01/07/us/politics/on-politics-bolton-syria-withdrawal.html,20190107,,Good Monday morning. Here are some of the stories making news in Washington and politics today.
DealBook Briefing: Trump Tariffs Threaten U.S. Jobs,Business,040c6f63-4678-411a-8f12-75923175d0d2,https://www.nytimes.com/2019/01/07/business/dealbook/trump-tariffs-jobs-trade.html,20190107,https://static01.nyt.com/images/2019/01/08/business/08db-EBW/merlin_115090268_d483fc38-ce7c-4e98-ae5d-ea9faa742bd4-articleLarge.jpg,Good Monday morning. Want this by email? Sign up here.
"Susan Zirinsky, CBS Veteran, Is First Woman to Lead Network’s News Division",Business,c9f29bfd-f6c8-4cbd-9411-623306c5f991,https://www.nytimes.com/2019/01/06/business/media/cbs-news-president-susan-zirinsky-david-rhodes.html,20190107,https://static01.nyt.com/images/2019/01/07/business/media/07cbs1/07cbs1-articleLarge.jpg,"Susan Zirinsky, the longtime producer of “48 Hours” on CBS, will succeed David Rhodes as the president of the network’s news division in March, the company said Sunday night."
SoftBank Bets Big on WeWork. Again.,Business,f5e13443-e562-404c-91db-6dad1ed27e48,https://www.nytimes.com/2019/01/07/business/softbank-wework.html,20190107,https://static01.nyt.com/images/2019/01/08/business/08wework01/merlin_137970702_e794545e-9b23-4b6e-a771-f49e7ecc8697-articleLarge.jpg,"SoftBank is increasing its ownership stake in WeWork yet again, investing a further $2 billion in the fast-growing co-working company, according to three people familiar with the deal."
"For Wales, Nuclear Plant Would Mean New Jobs. For the U.K., It May Mean More.",Business,9bc79a6b-e3fd-4261-abed-d69f0b448d61,https://www.nytimes.com/2019/01/07/business/energy-environment/wales-hitachi-nuclear-plant-jobs.html,20190107,https://static01.nyt.com/images/2018/12/27/business/00UKNukes-01/merlin_146927406_86b74d7c-abaf-4a86-8557-e3f89e0d5db8-articleLarge.jpg,"CEMAES, Wales — Not far from this harbor village of brightly painted houses on Anglesey Island, a huge construction project is underway. Gates and wire fences are up. Archaeologists are sifting through dirt to document stony dwellings dating from 100 B.C. A technical school is welcoming apprentices eager to learn how to maneuver in high-tech control rooms and operate water-cooling systems."
