Sentiment,title,category,id,sourceurl,publishdate,imageurl,content
Negative,Carlos Ghosn Says He’s the Victim of ‘Plot and Treason’ by Rivals at Nissan,Business,10153ff7-d544-434b-bab2-412ff8b4e98f,https://www.nytimes.com/2019/01/30/business/carlos-ghosn-nissan.html,20190130,https://static01.nyt.com/images/2019/01/31/business/31ghosn/merlin_148898037_2b5dc52d-d910-4158-bb92-0e53ca7a8c0f-articleLarge.jpg,"TOKYO — Carlos Ghosn, the embattled auto executive indicted on charges of financial wrongdoing, says he was the victim of “plot and treason” by other Nissan leaders who wanted to thwart his plans to bring the automaker closer to its alliance partners, Renault of France and Mitsubishi Motors of Japan."
Negative,"Carlos Ghosn, Former Nissan Chairman, Will Appear in Court",Business,cd0170bc-3268-4521-b587-e3b117c9fba2,https://www.nytimes.com/2019/01/04/business/carlos-ghosn-nissan-court.html,20190104,https://static01.nyt.com/images/2019/01/05/world/05ghosn/merlin_148349460_e6ef91a8-80a4-4afe-8502-4890bc20a8cb-articleLarge.jpg,TOKYO — Carlos Ghosn will finally get a day in court.
Negative,Chief of Apple Stores Is Leaving After 5 Years in the Job,Business,d9aeeb42-484c-4373-a557-fb1affce7c7c,https://www.nytimes.com/2019/02/05/technology/apple-stores-angela-ahrendts.html,20190206,https://static01.nyt.com/images/2019/02/05/business/06apple/merlin_107963495_c0f0e5dd-0181-4a2a-ad8b-11b187615515-articleLarge.jpg,"Angela Ahrendts, the former Burberry chief hired by Apple five years ago to oversee its stores, said Tuesday that she would leave the company in April."
Negative,Chilling Davos: A Bleak Warning on Global Division and Debt,Business,a41cb22d-fc47-4ba9-b931-806ad935a65c,https://www.nytimes.com/2019/01/22/business/dealbook/world-economic-forum-klarman.html,20190122,https://static01.nyt.com/images/2019/01/22/business/22DB-SORKIN/merlin_149537883_3152d859-f5a4-4832-b317-93f0ebd52d34-articleLarge.jpg,"DAVOS, Switzerland — As business and political leaders arrive in the Swiss Alps for the annual meeting of the World Economic Forum, a surprisingly alarming letter from an influential investor who studiously eschews attention has already emerged as a talking point."
Negative,China Appears to Block Microsoft’s Bing as Censorship Intensifies,Business,aa024d40-8efe-48a5-a952-5e2a0d338871,https://www.nytimes.com/2019/01/23/business/china-microsoft-bing.html,20190124,https://static01.nyt.com/images/2019/01/24/business/00bing/00bing-articleLarge.jpg,"SHANGHAI — Under China’s president, Xi Jinping, the last vestiges of the global internet have slowly disappeared from an online world that had already shut out Twitter, Google and Facebook."
Negative,"China Transforms, and a Factory Owner Struggles to Follow",Business,9150db07-a582-4352-824b-62765a1cfe45,https://www.nytimes.com/2019/01/21/technology/china-economy-manufacturing-labor-costs.html,20190121,https://static01.nyt.com/images/2019/01/22/business/22newworld-1/merlin_143747235_c52e3fac-66b7-44fd-9c69-defc55d23dd0-articleLarge.jpg,"Shao Chunyou exemplifies the Chinese dream. Over three decades, he rose from an assembly line worker to an electronics business owner, following China’s rise from an economic backwater to the world’s No. 2 economy. He now owns two factories and employs over 2,000 workers."
Negative,China Warnings From Caterpillar and Nvidia Hit U.S. Stocks,Business,834f2dae-3652-442a-a7be-59b6783e4c51,https://www.nytimes.com/2019/01/28/business/stock-market-china-profits.html,20190128,https://static01.nyt.com/images/2019/01/29/business/29Markets/29Markets-articleLarge.png,Corporate warnings about China’s sluggish economy hit stocks on Monday as the battle between the world’s largest economies over trade and technology continued to weigh on the outlook for growth and profits.
Negative,"China’s Economy, by the Numbers, Is Worse Than It Looks",Business,c5c2c135-d44e-4bf7-87ce-8287cb91efb3,https://www.nytimes.com/2019/01/20/business/china-economy-gdp-fourth-quarter.html,20190121,https://static01.nyt.com/images/2019/01/21/business/21chinagdp01/merlin_149244753_e8f6585e-d721-4b01-a070-c16502505c06-articleLarge.jpg,"BEIJING — China’s economy is slowing, and the slowdown is probably worse than Beijing says."
Negative,China’s Slowdown Looms Just as the World Looks for Growth,Business,050dad1f-d7a6-47fb-b7ff-eac5bb30a0a3,https://www.nytimes.com/2019/01/20/business/china-economy-growth-davos.html,20190120,https://static01.nyt.com/images/2019/01/21/business/21davos-econ1-print/merlin_146475984_d3920f50-5636-433b-a7aa-2bc59ede4937-articleLarge.jpg,"BEIJING — In the vast metropolis of Chongqing in western China, three huge Ford Motor assembly plants have slowed to a fraction of their earlier pace."
Negative,"Chinese Consumers’ Confidence Sags, Casting a Pall Over the Global Economy",Business,bfe0b44e-1084-4527-8cc6-de5303cffbb8,https://www.nytimes.com/2019/01/03/business/china-consumer-economy-apple-iphone.html,20190103,https://static01.nyt.com/images/2019/01/04/business/04chinaconsumer-sub/merlin_116175086_47543241-6355-43b3-b293-5a63f115ad52-articleLarge.jpg,"HONG KONG — For years, no matter what was happening elsewhere, global companies bet billions upon billions of dollars that China’s consumers would keep spending money."
Negative,Confidence in the Economy Has Faded. Will It Rebound?,Business,041236f9-1c09-4b6d-8122-0be935b9fe6d,https://www.nytimes.com/2019/02/13/business/dealbook/economy-consumer-confidence-rebound.html,20190213,https://static01.nyt.com/images/2019/02/14/business/dealbook/14db-sentiment4/14db-sentiment4-articleLarge.png,Get the DealBook newsletter to make sense of major business and policy headlines — and the power-brokers who shape them.__________
Negative,Curbs on A.I. Exports? Silicon Valley Fears Losing Its Edge,Business,b3e49fb0-1442-486b-a5cd-6b8f08fd093f,https://www.nytimes.com/2019/01/01/technology/artificial-intelligence-export-restrictions.html,20190101,https://static01.nyt.com/images/2019/01/01/business/01aiexports-illo-print/merlin_148528041_13b55b7c-f1e5-4d32-87d5-658a980a24eb-articleLarge.jpg,SAN FRANCISCO — A common belief among tech industry insiders is that Silicon Valley has dominated the internet because much of the worldwide network was designed and built by Americans.
Negative,DealBook Briefing: 5G Is the New Arms Race With China,Business,5ee2022a-3c60-4efb-9433-26fc15cf1f85,https://www.nytimes.com/2019/01/28/business/dealbook/us-china-5g-huawei-internet.html,20190128,https://static01.nyt.com/images/2019/01/29/business/29db-huawei/merlin_148925331_53da4d1a-ace1-4fc8-81a9-fca3abfc8cde-articleLarge.jpg,Good Monday morning. Want this by email? Sign up here.
Negative,DealBook Briefing: ‘Brexit’ Deal Fails; What’s Next for Britain?,Business,ba7bd861-1e9a-4dd7-a1f8-8b2bd16ee8e8,https://www.nytimes.com/2019/01/16/business/dealbook/brexit-defeat-britain-may.html,20190116,https://static01.nyt.com/images/2019/01/17/business/17db-brexit/merlin_149253468_ae6f6527-45e7-41ef-b60f-40eff8543d06-articleLarge.jpg,Good Wednesday morning. Breaking: Sears and Edward S. Lampert have reached $5.3 billion deal that would keep its stores open for now. Want this by email? Sign up here.
Negative,DealBook Briefing: ‘Forecasting a Slowdown’ for 2019,Business,b2f312a5-a784-4bc3-beb1-2117d09bd467,https://www.nytimes.com/2019/01/15/business/dealbook/pge-banktruptcy-california-wildfires.html,20190115,https://static01.nyt.com/images/2019/01/16/business/16db-china/merlin_149198817_a42723ed-68e2-44f4-8759-c1e6be4f3ae7-articleLarge.jpg,"Good Tuesday morning. Breaking: JPMorgan Chase reported profit of $7.1 billion, or $1.98 a share, for the fourth quarter, missing analysts’ expectations. (Was this email forwarded to you? Sign up here.)"
Negative,DealBook Briefing: Apple’s Struggles Add to Uncertainty in Markets,Business,20b7bc9b-865b-4c19-97d0-39624060f3cc,https://www.nytimes.com/2019/01/03/business/dealbook/apple-china-slowdown-markets.html,20190103,https://static01.nyt.com/images/2019/01/03/business/03dbapple/merlin_129549464_400b3113-00ac-4308-8c3c-ce140989fcc5-articleLarge.jpg,Good Thursday morning. Want this by email? Sign up here.
Negative,DealBook Briefing: Criminal Charges for Huawei and a Top Executive,Business,91ca9d4a-e3af-473e-a681-38f02369e6a7,https://www.nytimes.com/2019/01/29/business/dealbook/huawei-criminal-charges-trade-secrets.html,20190129,https://static01.nyt.com/images/2019/01/30/business/30db-huawei/merlin_149923734_dd533271-5742-4042-8772-734fb0b1764e-articleLarge.jpg,Good Tuesday morning. Want this by email? Sign up here.
Negative,DealBook Briefing: Feeling the Bite of the Government Shutdown,Business,9c92490a-71f2-4db0-89d8-b0d827069bfe,https://www.nytimes.com/2019/01/09/business/dealbook/government-shutdown-trump-speech-economy.html,20190109,https://static01.nyt.com/images/2019/01/10/business/10db-trump/merlin_148929435_e1678d64-b07a-4600-a0d4-f2fe167adde6-articleLarge.jpg,Good Wednesday morning. Want this by email? Sign up here.
Negative,DealBook Briefing: Growing Unease Over Government Shutdown,Business,b5edfb92-8cbf-4a3f-bedb-d56a5b505602,https://www.nytimes.com/2019/01/11/business/dealbook/government-shutdown-border-wall.html,20190111,https://static01.nyt.com/images/2019/01/12/business/12db-air/merlin_148991349_a9d83932-76e6-4a56-9b2a-8cfc4713d884-articleLarge.jpg,Good Friday morning. Want this by emai? Sign up here.
Negative,"DealBook Briefing: Jeff Bezos, Blackmail and ‘Below the Belt’ Selfies",Business,a61dc3b5-a087-4d50-aebd-2e9400137665,https://www.nytimes.com/2019/02/08/business/dealbook/jeff-bezos-blackmail.html,20190208,https://static01.nyt.com/images/2019/02/09/business/09db-newsletter-bezos/merlin_150333240_cd75dfbd-e2d3-4f83-968d-2673850054b6-articleLarge.jpg,Good Friday. Want this by email? Sign up here.
Negative,DealBook Briefing: Tech No Longer Carries the Stock Market,Business,905b2bbe-b91b-466f-a5ae-7b9bf2e9ee51,https://www.nytimes.com/2019/02/04/business/dealbook/tech-chips-slowdown.html,20190204,https://static01.nyt.com/images/2019/02/05/business/05db-newsletter-apple/merlin_149904843_8120614f-b88f-4737-a14b-b871fc03b3f7-articleLarge.jpg,Good Monday morning. Want this by email? Sign up here.
Negative,DealBook Briefing: The Biggest Bank Merger Since the Financial Crisis,Business,57b983b4-dbdb-4a80-bc4b-587a9b003be2,https://www.nytimes.com/2019/02/07/business/dealbook/bbt-suntrust-merger.html,20190207,https://static01.nyt.com/images/2019/02/08/business/08db-newsletter-bbt1/merlin_58095628_f85458f1-5522-4695-9f53-84878279cc31-articleLarge.jpg,Good Thursday. Want this by email? Sign up here.
Negative,DealBook Briefing: Trade Concerns Rise on Report of Canceled Meeting,Business,17fb091b-735a-46f3-a4d2-bcc15c18771b,https://www.nytimes.com/2019/01/23/business/dealbook/trade-talks-us-china.html,20190123,https://static01.nyt.com/images/2019/01/24/business/24db-wheat/merlin_141234549_99f161a8-414b-454a-93b7-7ef54b20938c-articleLarge.jpg,Good Wednesday morning. Want this by email? Sign up here.
Negative,DealBook Briefing: Trump Tariffs Threaten U.S. Jobs,Business,040c6f63-4678-411a-8f12-75923175d0d2,https://www.nytimes.com/2019/01/07/business/dealbook/trump-tariffs-jobs-trade.html,20190107,https://static01.nyt.com/images/2019/01/08/business/08db-EBW/merlin_115090268_d483fc38-ce7c-4e98-ae5d-ea9faa742bd4-articleLarge.jpg,Good Monday morning. Want this by email? Sign up here.
Negative,DealBook Briefing: What Could Go Wrong in 2019? Plenty,Business,9316c82c-f0a7-4663-82dd-19100801f433,https://www.nytimes.com/2019/01/02/business/dealbook/wall-street-2019-predictions.html,20190102,https://static01.nyt.com/images/2019/01/02/business/2trumpdealbook/merlin_141745056_0d7f9a29-3f0e-4c66-b880-2513b4f3795c-articleLarge.jpg,Good Wednesday morning. Welcome to the first working day of the new year. Want this by email? Sign up here.
Negative,DealBook Briefing: World Economic Forum Begins With a Warning,Business,afdbc112-0824-4cb1-894b-d84e2808513a,https://www.nytimes.com/2019/01/22/business/dealbook/davos-world-economic-forum.html,20190122,https://static01.nyt.com/images/2019/01/23/business/23db-davos/merlin_149567697_a78516b7-206d-4c42-9897-19fa084015c6-articleLarge.jpg,Good Tuesday morning. Want this by email? Sign up here.
